country,year,party_shift,neighbors_conflict,infant_mortality,gdp_growth,gdp_per_capita_ppp,population,inflation,unemployment,democracy_score,anocracy_polity,regime_durability,total_conflict_magnitude,civil_conflict,ethnic_conflict,international_conflict,any_conflict,partial_democracy,regime_openness,tenure_years,infant_mortality_lag1,gdp_growth_lag1,gdp_per_capita_ppp_lag1,inflation_lag1,unemployment_lag1,total_conflict_magnitude_lag1,democracy_score_lag1,gdp_growth_2yr_avg,high_infant_mortality,high_inflation,partial_dem_x_high_mort,partial_dem_x_nbr_conflict,conflict_neighborhood_4plus,conflict_neighborhood_2plus
BOL,1992,0,0,82.8,1.64649821845634,6414.32866825436,7430336.0,12.060323601829,3.03,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,22,85.9,5.26652663501228,6440.48571428318,21.4470698171141,2.935,0.0,9.0,3.456512426734311,1.0,1.0,0.5,0.0,0.0,0.0
BOL,1993,0,0,79.7,4.26929615211904,6556.81640551449,7579195.0,8.52787695688003,3.05,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,23,82.8,1.64649821845634,6414.32866825436,12.060323601829,3.03,0.0,9.0,2.957897185287691,1.0,0.0,0.5,0.0,0.0,0.0
BOL,1994,0,0,76.7,4.66726507417057,6731.28487501595,7727322.0,7.87404421467434,3.08,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,24,79.7,4.26929615211904,6556.81640551449,8.52787695688003,3.05,0.0,9.0,4.468280613144806,1.0,0.0,0.5,0.0,0.0,0.0
BOL,1995,0,0,73.6,4.67827659737812,6914.34189614304,7874676.0,10.1932067630745,2.664,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,25,76.7,4.66726507417057,6731.28487501595,7.87404421467434,3.08,0.0,9.0,4.672770835774346,1.0,1.0,0.5,0.0,0.0,0.0
BOL,1996,0,0,70.4,4.36134197138718,7083.6131331083,8021736.0,12.4254866180049,2.375,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,26,73.6,4.67827659737812,6914.34189614304,10.1932067630745,2.664,0.0,9.0,4.519809284382651,1.0,1.0,0.5,0.0,0.0,0.0
BOL,1997,0,0,67.1,4.95420873383996,7301.50935861496,8167900.0,4.70844436028193,2.08,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,27,70.4,4.36134197138718,7083.6131331083,12.4254866180049,2.375,0.0,9.0,4.657775352613571,1.0,0.0,0.5,0.0,0.0,0.0
BOL,1998,0,0,63.8,5.02935475584462,7534.51656369605,8313394.0,7.67322895675083,2.121,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,28,67.1,4.95420873383996,7301.50935861496,4.70844436028193,2.08,0.0,9.0,4.9917817448422905,1.0,0.0,0.5,0.0,0.0,0.0
BOL,1999,0,0,60.5,0.426885378297442,7435.72544286949,8459806.0,2.15951626835598,2.299,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,29,63.8,5.02935475584462,7534.51656369605,7.67322895675083,2.121,0.0,9.0,2.728120067071032,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2000,0,0,57.2,2.50781081484664,7492.4338168091,8606326.0,4.60822998872598,2.439,9.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,30,60.5,0.426885378297442,7435.72544286949,2.15951626835598,2.299,0.0,9.0,1.4673480965720418,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2001,0,0,54.0,1.68379914527159,7491.15257765571,8752736.0,1.58965377879568,2.623,9.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,31,57.2,2.50781081484664,7492.4338168091,4.60822998872598,2.439,0.0,9.0,2.095804980059116,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2002,0,0,50.9,2.48556576601922,7550.01554645092,8900355.0,0.92825885161107,2.603,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,32,54.0,1.68379914527159,7491.15257765571,1.58965377879568,2.623,0.0,9.0,2.0846824556454058,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2003,0,0,48.0,2.7113398065361,7625.90515918892,9050700.0,3.33727499671534,2.654,8.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,33,50.9,2.48556576601922,7550.01554645092,0.92825885161107,2.603,0.0,9.0,2.5984527862776607,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2004,0,0,45.2,4.1732955905708,7811.59684093936,9204287.0,4.43738080101725,2.615,8.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,34,48.0,2.7113398065361,7625.90515918892,3.33727499671534,2.654,0.0,8.0,3.4423176985534507,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2005,1,0,42.6,4.42143313550196,8020.63568834793,9360754.0,5.39323106890663,2.598,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,35,45.2,4.1732955905708,7811.59684093936,4.43738080101725,2.615,0.0,8.0,4.297364363036381,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2006,0,0,40.1,4.79700881067477,8263.31896853691,9521689.0,4.28239604802561,2.575,8.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,42.6,4.42143313550196,8020.63568834793,5.39323106890663,2.598,0.0,8.0,4.609220973088366,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2007,0,0,37.7,4.56438425143126,8493.94848212653,9685960.0,8.70560923578869,2.614,8.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,40.1,4.79700881067477,8263.31896853691,4.28239604802561,2.575,0.0,8.0,4.680696531053016,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2008,0,0,35.5,6.14849787777658,8865.27246616683,9850858.0,14.0068107702519,2.603,8.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2,37.7,4.56438425143126,8493.94848212653,8.70560923578869,2.614,0.0,8.0,5.356441064603921,1.0,1.0,0.5,0.0,0.0,0.0
BOL,2009,0,0,33.4,3.35699958346049,9011.55629873547,10016275.0,3.34645420142014,2.973,7.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3,35.5,6.14849787777658,8865.27246616683,14.0068107702519,2.603,0.0,8.0,4.752748730618536,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2010,0,0,31.5,4.12672258996274,9230.3980801466,10182345.0,2.50327605844241,2.609,7.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4,33.4,3.35699958346049,9011.55629873547,3.34645420142014,2.973,0.0,7.0,3.741861086711616,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2011,0,0,29.7,5.20409245282328,9554.44502513,10348929.0,9.88446419823883,2.255,7.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5,31.5,4.12672258996274,9230.3980801466,2.50327605844241,2.609,0.0,7.0,4.6654075213930115,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2012,0,0,28.0,5.12227560125973,9884.46163594645,10515807.0,4.51560291399376,2.066,7.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6,29.7,5.20409245282328,9554.44502513,9.88446419823883,2.255,0.0,7.0,5.163184027041506,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2013,0,0,26.4,6.79601141268498,10391.3833756917,10682608.0,5.73640023719607,2.437,7.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,7,28.0,5.12227560125973,9884.46163594645,4.51560291399376,2.066,0.0,7.0,5.959143506972357,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2014,0,0,24.9,5.46056949136766,10790.8472887528,10848888.0,5.76660074579144,2.021,7.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8,26.4,6.79601141268498,10391.3833756917,5.73640023719607,2.437,0.0,7.0,6.128290452026321,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2015,0,0,23.5,4.85718718508603,11144.6415720641,11014705.0,4.05961041135645,3.111,7.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,9,24.9,5.46056949136766,10790.8472887528,5.76660074579144,2.021,0.0,7.0,5.158878338226845,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2016,0,0,22.1,4.26392086992173,11448.02180322,11180020.0,3.62321431764138,3.498,7.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,10,23.5,4.85718718508603,11144.6415720641,4.05961041135645,3.111,0.0,7.0,4.560554027503881,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2017,0,0,20.8,4.19520633364647,11755.2556195885,11344587.0,2.8227580554717,3.655,7.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11,22.1,4.26392086992173,11448.02180322,3.62321431764138,3.498,0.0,7.0,4.2295636017841005,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2018,0,0,19.6,2.86808404814794,11920.3135079645,11508368.0,2.27205987230155,3.519,7.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12,20.8,4.19520633364647,11755.2556195885,2.8227580554717,3.655,0.0,7.0,3.5316451908972057,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2019,1,0,18.4,1.50672102666863,11930.9159145918,11671386.0,1.83954504969026,3.682,7.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13,19.6,2.86808404814794,11920.3135079645,2.27205987230155,3.519,0.0,7.0,2.187402537408286,1.0,0.0,0.5,0.0,0.0,0.0
BOL,2020,1,0,17.4,-12.7194690092717,10285.6590750222,11816299.0,0.940742153381849,7.903,7.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,18.4,1.50672102666863,11930.9159145918,1.83954504969026,3.682,0.0,7.0,-5.606373991301534,0.0,0.0,0.0,0.0,0.0,0.0
BOL,2021,0,0,16.4,10.0290488827886,11202.4409836707,11937360.0,0.737383721452275,5.089,7.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,17.4,-12.7194690092717,10285.6590750222,0.940742153381849,7.903,0.0,7.0,-1.3452100632415487,0.0,0.0,0.0,0.0,0.0,0.0
BOL,2022,0,0,15.6,3.74741781241461,11487.7148799194,12077154.0,1.74632872945969,3.552,7.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,16.4,10.0290488827886,11202.4409836707,0.737383721452275,5.089,0.0,7.0,6.888233347601606,0.0,0.0,0.0,0.0,0.0,0.0
BOL,2023,0,0,14.9,2.51636590154891,11616.1575595159,12244159.0,2.57688800489192,3.024,7.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2,15.6,3.74741781241461,11487.7148799194,1.74632872945969,3.552,0.0,7.0,3.1318918569817606,0.0,0.0,0.0,0.0,0.0,0.0
BOL,2024,0,0,14.2,-1.12335595517212,11329.1518061536,12413315.0,5.09976568317427,3.274,7.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3,14.9,2.51636590154891,11616.1575595159,2.57688800489192,3.024,0.0,7.0,0.696504973188396,0.0,0.0,0.0,0.0,0.0,0.0
BRA,1970,0,1,102.2,10.4,18270.06444120635,95375651.0,5.531981770439344,6.6025,-9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,18.4,3.53620866972961,18109.67372703895,5.66318573909345,6.662,0.0,8.0,10.4,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1971,0,1,100.1,11.3429219931908,18270.06444120635,97739273.0,5.531981770439344,6.6025,-9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,102.2,10.4,18109.67372703895,5.66318573909345,6.662,0.0,-9.0,10.871460996595399,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1972,0,1,97.9,11.9403481162508,18270.06444120635,100146797.0,5.531981770439344,6.6025,-9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2,100.1,11.3429219931908,18109.67372703895,5.66318573909345,6.662,0.0,-9.0,11.6416350547208,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1973,0,1,95.6,13.9687217796782,18270.06444120635,102600976.0,5.531981770439344,6.6025,-9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3,97.9,11.9403481162508,18109.67372703895,5.66318573909345,6.662,0.0,-9.0,12.9545349479645,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1974,0,1,93.3,8.15393868457201,18270.06444120635,105089675.0,5.531981770439344,6.6025,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4,95.6,13.9687217796782,18109.67372703895,5.66318573909345,6.662,0.0,-9.0,11.061330232125105,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1975,0,1,90.9,5.16664908406321,18270.06444120635,107619565.0,5.531981770439344,6.6025,-4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5,93.3,8.15393868457201,18109.67372703895,5.66318573909345,6.662,0.0,-4.0,6.6602938843176105,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1976,0,1,88.4,10.2571295347867,18270.06444120635,110213349.0,5.531981770439344,6.6025,-4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6,90.9,5.16664908406321,18109.67372703895,5.66318573909345,6.662,0.0,-4.0,7.711889309424955,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1977,0,1,85.7,4.93432806978961,18270.06444120635,112875292.0,5.531981770439344,6.6025,-4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,7,88.4,10.2571295347867,18109.67372703895,5.66318573909345,6.662,0.0,-4.0,7.595728802288155,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1978,0,1,82.9,4.96989768924738,18270.06444120635,115600942.0,5.531981770439344,6.6025,-4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8,85.7,4.93432806978961,18109.67372703895,5.66318573909345,6.662,0.0,-4.0,4.952112879518495,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1979,0,1,79.9,6.7595601220408,18270.06444120635,118380821.0,5.531981770439344,6.6025,-4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,9,82.9,4.96989768924738,18109.67372703895,5.66318573909345,6.662,0.0,-4.0,5.86472890564409,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1980,0,1,76.7,9.19999999999976,18270.06444120635,121207461.0,5.531981770439344,6.6025,-4.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,10,79.9,6.7595601220408,18109.67372703895,5.66318573909345,6.662,0.0,-4.0,7.97978006102028,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1981,0,1,73.6,-4.24999999999956,18270.06444120635,124063109.0,101.725072957927,6.6025,-4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11,76.7,9.19999999999976,18109.67372703895,5.66318573909345,6.662,1.0,-4.0,2.4750000000000996,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1982,0,1,70.4,0.829999999999529,18270.06444120635,126923155.0,100.54335919485,6.6025,-3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12,73.6,-4.24999999999956,18109.67372703895,101.725072957927,6.662,0.0,-4.0,-1.7100000000000166,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1983,0,1,67.4,-2.92999999999996,18270.06444120635,129790077.0,135.027682230473,6.6025,-3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13,70.4,0.829999999999529,18109.67372703895,100.54335919485,6.662,0.0,-3.0,-1.0500000000002165,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1984,0,1,64.8,5.39999999999988,18270.06444120635,132658864.0,192.121733132051,6.6025,-3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,14,67.4,-2.92999999999996,18109.67372703895,135.027682230473,6.662,0.0,-3.0,1.2349999999999588,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1985,0,1,62.3,7.85000000000042,18270.06444120635,135515595.0,225.989665211895,6.6025,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15,64.8,5.39999999999988,18109.67372703895,192.121733132051,6.662,0.0,-3.0,6.625000000000149,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1986,0,1,60.1,7.48999999999982,18270.06444120635,138336370.0,147.142826237604,6.6025,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,16,62.3,7.85000000000042,18109.67372703895,225.989665211895,6.662,0.0,7.0,7.670000000000119,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1987,0,1,58.1,3.52999999999983,18270.06444120635,141104944.0,228.336162575513,6.6025,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,17,60.1,7.48999999999982,18109.67372703895,147.142826237604,6.662,0.0,7.0,5.509999999999824,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1988,0,1,56.0,-0.059999999999917,18270.06444120635,143826357.0,629.114509120897,6.6025,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,18,58.1,3.52999999999983,18109.67372703895,228.336162575513,6.662,0.0,7.0,1.7349999999999557,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1989,0,1,54.0,3.16000000000032,18270.06444120635,146502972.0,1430.7237251472,6.6025,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,19,56.0,-0.059999999999917,18109.67372703895,629.114509120897,6.662,0.0,8.0,1.5500000000002006,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1990,0,1,51.9,-4.35000000000022,12633.2884560597,149143223.0,2947.732772483,6.6025,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,20,54.0,3.16000000000032,18109.67372703895,1430.7237251472,6.662,0.0,8.0,-0.5949999999999509,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1991,0,1,49.8,1.03218958549303,12546.5605005559,151724256.0,432.786661926461,6.887,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,21,51.9,-4.35000000000022,12633.2884560597,2947.732772483,6.662,0.0,8.0,-1.658905207253596,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1992,0,1,47.4,-0.54407204977727,12271.9788478727,154275079.0,951.962053052818,7.086,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,22,49.8,1.03218958549303,12546.5605005559,432.786661926461,6.887,0.0,8.0,0.24405876785787917,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1993,0,1,44.9,4.9246900037071,12669.4287209749,156794577.0,1927.38079016026,6.03,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,23,47.4,-0.54407204977727,12271.9788478727,951.962053052818,7.086,0.0,8.0,2.1903089769649142,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1994,1,1,42.4,5.85287036219013,13202.9308011881,159265006.0,2075.88839757325,6.579,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,24,44.9,4.9246900037071,12669.4287209749,1927.38079016026,6.03,0.0,8.0,5.388780182948614,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1995,0,1,39.9,4.22379363350413,13550.4393735843,161735073.0,66.0070335542481,7.092,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,42.4,5.85287036219013,13202.9308011881,2075.88839757325,6.579,0.0,8.0,5.038331997847129,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1996,0,1,37.5,2.20886405039022,13641.6295995961,164202549.0,15.7576656002606,8.035,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,39.9,4.22379363350413,13550.4393735843,66.0070335542481,7.092,0.0,8.0,3.216328841947174,1.0,1.0,0.5,0.5,0.0,0.0
BRA,1997,0,1,35.2,3.39484598630671,13896.6249901072,166661659.0,6.92671251629154,9.003,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2,37.5,2.20886405039022,13641.6295995961,15.7576656002606,8.035,0.0,8.0,2.8018550183484643,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1998,0,1,33.1,0.338097901207306,13737.7026433556,169159655.0,3.19507629280052,10.15,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3,35.2,3.39484598630671,13896.6249901072,6.92671251629154,9.003,0.0,8.0,1.8664719437570072,1.0,0.0,0.5,0.5,0.0,0.0
BRA,1999,0,1,31.1,0.467937566477133,13602.4137067874,171641543.0,4.85844749902667,11.125,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4,33.1,0.338097901207306,13737.7026433556,3.19507629280052,10.15,0.0,8.0,0.4030177338422186,1.0,0.0,0.5,0.5,0.0,0.0
BRA,2000,0,1,29.1,4.38794944745618,14005.3471874231,174018282.0,7.04414105947266,10.889,8.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5,31.1,0.467937566477133,13602.4137067874,4.85844749902667,11.125,0.0,8.0,2.4279435069666557,1.0,0.0,0.5,0.5,0.0,0.0
BRA,2001,0,1,27.3,1.38989640095637,14016.1313772236,176301203.0,6.84035902487523,10.649,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6,29.1,4.38794944745618,14005.3471874231,7.04414105947266,10.889,0.0,8.0,2.888922924206274,1.0,0.0,0.5,0.5,0.0,0.0
BRA,2002,1,1,25.6,3.05346185909312,14265.9048770292,178503484.0,8.45016437708331,10.641,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,7,27.3,1.38989640095637,14016.1313772236,6.84035902487523,10.649,0.0,8.0,2.2216791300247443,1.0,0.0,0.5,0.5,0.0,0.0
BRA,2003,0,1,24.0,1.14082899824888,14259.3664089322,180622688.0,14.7149197228147,11.168,8.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,25.6,3.05346185909312,14265.9048770292,8.45016437708331,10.641,0.0,8.0,2.0971454286709994,1.0,1.0,0.5,0.5,0.0,0.0
BRA,2004,0,1,22.4,5.75996463670954,14911.2609608592,182675143.0,6.59718509985963,10.072,8.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,24.0,1.14082899824888,14259.3664089322,14.7149197228147,11.168,0.0,8.0,3.4503968174792092,1.0,0.0,0.5,0.5,0.0,0.0
BRA,2005,0,1,21.0,3.20213206130431,15221.0138281541,184688101.0,6.86953720898964,10.551,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2,22.4,5.75996463670954,14911.2609608592,6.59718509985963,10.072,0.0,8.0,4.481048349006924,1.0,0.0,0.5,0.5,0.0,0.0
BRA,2006,0,1,19.7,3.96198871122617,15657.4795716983,186653106.0,4.18356812896909,9.692,8.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3,21.0,3.20213206130431,15221.0138281541,6.86953720898964,10.551,0.0,8.0,3.5820603862652387,1.0,0.0,0.5,0.5,0.0,0.0
BRA,2007,0,1,18.6,6.06987060678338,16440.583740032,188552320.0,3.64127299102652,9.28,8.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4,19.7,3.96198871122617,15657.4795716983,4.18356812896909,9.692,0.0,8.0,5.015929659004774,1.0,0.0,0.5,0.5,0.0,0.0
BRA,2008,0,1,17.6,5.09419544658736,17113.3679822643,190367302.0,5.67859390284168,8.268,8.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5,18.6,6.06987060678338,16440.583740032,3.64127299102652,9.28,0.0,8.0,5.5820330266853695,0.0,0.0,0.0,0.5,0.0,0.0
BRA,2009,0,1,16.7,-0.125812002161169,16939.4407810328,192079951.0,4.88803479876799,9.419,8.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6,17.6,5.09419544658736,17113.3679822643,5.67859390284168,8.268,0.0,8.0,2.4841917222130947,0.0,0.0,0.0,0.5,0.0,0.0
BRA,2010,1,1,16.0,7.52822581815364,18062.1581103659,193701929.0,5.03872690108075,8.42,8.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,7,16.7,-0.125812002161169,16939.4407810328,4.88803479876799,9.419,0.0,8.0,3.7012069079962346,0.0,0.0,0.0,0.5,0.0,0.0
BRA,2011,0,1,15.3,3.97442307944702,18627.8104529397,195284734.0,6.6364496221309,7.578,8.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,16.0,7.52822581815364,18062.1581103659,5.03872690108075,8.42,0.0,8.0,5.751324448800329,0.0,0.0,0.0,0.5,0.0,0.0
BRA,2012,0,1,14.8,1.92117598576537,18832.2195527075,196876111.0,5.40349914036997,7.251,8.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,15.3,3.97442307944702,18627.8104529397,6.6364496221309,7.578,0.0,8.0,2.947799532606194,0.0,0.0,0.0,0.5,0.0,0.0
BRA,2013,0,1,14.4,3.00482266944432,19241.5059815726,198478299.0,6.20431066640101,7.071,8.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2,14.8,1.92117598576537,18832.2195527075,5.40349914036997,7.251,0.0,8.0,2.462999327604844,0.0,0.0,0.0,0.5,0.0,0.0
BRA,2014,0,1,14.0,0.503955740242247,19183.172744636,200085127.0,6.32904015516139,6.755,8.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3,14.4,3.00482266944432,19241.5059815726,6.20431066640101,7.071,0.0,8.0,1.7543892048432825,0.0,0.0,0.0,0.5,0.0,0.0
BRA,2015,0,1,13.7,-3.54576339269425,18357.0690617991,201675532.0,9.02990102416136,8.538,8.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4,14.0,0.503955740242247,19183.172744636,6.32904015516139,6.755,0.0,8.0,-1.5209038262260024,0.0,0.0,0.0,0.5,0.0,0.0
BRA,2016,1,1,14.6,-3.27591690782192,17620.9272434136,203218114.0,8.73914352329393,11.58,8.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5,13.7,-3.54576339269425,18357.0690617991,9.02990102416136,8.538,0.0,8.0,-3.410840150258086,0.0,0.0,0.0,0.5,0.0,0.0
BRA,2017,0,0,13.3,1.32286905404399,17724.4799577784,204703445.0,3.44637335032669,12.792,8.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,14.6,-3.27591690782192,17620.9272434136,8.73914352329393,11.58,0.0,8.0,-0.9765239268889658,0.0,0.0,0.0,0.0,0.0,0.0
BRA,2018,1,0,13.1,1.783666761634,17917.7492123359,206107261.0,3.66485028376729,12.329,8.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,13.3,1.32286905404399,17724.4799577784,3.44637335032669,12.792,0.0,8.0,1.5532679078389942,0.0,0.0,0.0,0.0,0.0,0.0
BRA,2019,0,0,12.9,1.22077782360842,18018.6209151518,207455459.0,3.73297621216894,11.936,8.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,13.1,1.783666761634,17917.7492123359,3.66485028376729,12.329,0.0,8.0,1.5022222926212092,0.0,0.0,0.0,0.0,0.0,0.0
